batch 6520 finished, second per batch: 10.843769
batch 6530 finished, second per batch: 10.842967
batch 6540 finished, second per batch: 10.842391
batch 6550 finished, second per batch: 10.841399
batch 6560 finished, second per batch: 10.840623
batch 6570 finished, second per batch: 10.840000
37 pass end, cost time: 1822.144026, avg_cost: 0.025035
batch 6580 finished, second per batch: 10.843445
batch 6590 finished, second per batch: 10.846842
batch 6600 finished, second per batch: 10.847516
batch 6610 finished, second per batch: 10.846920
batch 6620 finished, second per batch: 10.846380
batch 6630 finished, second per batch: 10.845665
batch 6640 finished, second per batch: 10.845493
batch 6650 finished, second per batch: 10.844692
batch 6660 finished, second per batch: 10.843932
batch 6670 finished, second per batch: 10.842960
batch 6680 finished, second per batch: 10.842974
batch 6690 finished, second per batch: 10.842868
batch 6700 finished, second per batch: 10.842025
batch 6710 finished, second per batch: 10.841198
batch 6720 finished, second per batch: 10.840419
batch 6730 finished, second per batch: 10.840062
batch 6740 finished, second per batch: 10.839160
38 pass end, cost time: 1859.826516, avg_cost: 0.024886
batch 6750 finished, second per batch: 10.838415
batch 6760 finished, second per batch: 10.837697
batch 6770 finished, second per batch: 10.836879
batch 6780 finished, second per batch: 10.836498
batch 6790 finished, second per batch: 10.835407
batch 6800 finished, second per batch: 10.834410
batch 6810 finished, second per batch: 10.833629
batch 6820 finished, second per batch: 10.833452
batch 6830 finished, second per batch: 10.832830
batch 6840 finished, second per batch: 10.832025
batch 6850 finished, second per batch: 10.831114
batch 6860 finished, second per batch: 10.830532
batch 6870 finished, second per batch: 10.830905
batch 6880 finished, second per batch: 10.830055
batch 6890 finished, second per batch: 10.829045
batch 6900 finished, second per batch: 10.828278
batch 6910 finished, second per batch: 10.827717
39 pass end, cost time: 1792.929583, avg_cost: 0.024646
batch 6920 finished, second per batch: 10.826775
batch 6930 finished, second per batch: 10.826171
batch 6940 finished, second per batch: 10.825305
batch 6950 finished, second per batch: 10.824513
batch 6960 finished, second per batch: 10.824024
batch 6970 finished, second per batch: 10.822960
batch 6980 finished, second per batch: 10.822133
batch 6990 finished, second per batch: 10.821313
batch 7000 finished, second per batch: 10.820663
batch 7010 finished, second per batch: 10.820305
batch 7020 finished, second per batch: 10.819574
batch 7030 finished, second per batch: 10.818675
batch 7040 finished, second per batch: 10.818700
batch 7050 finished, second per batch: 10.818615
batch 7060 finished, second per batch: 10.819279
batch 7070 finished, second per batch: 10.818633
batch 7080 finished, second per batch: 10.818787
batch 7090 finished, second per batch: 10.818117
40 pass end, cost time: 1811.814329, avg_cost: 0.024422
batch 7100 finished, second per batch: 10.817581
batch 7110 finished, second per batch: 10.817062
batch 7120 finished, second per batch: 10.816364
batch 7130 finished, second per batch: 10.815486
batch 7140 finished, second per batch: 10.814772
batch 7150 finished, second per batch: 10.814489
batch 7160 finished, second per batch: 10.815514
batch 7170 finished, second per batch: 10.816915
batch 7180 finished, second per batch: 10.816930
batch 7190 finished, second per batch: 10.816052
batch 7200 finished, second per batch: 10.815583
batch 7210 finished, second per batch: 10.814540
batch 7220 finished, second per batch: 10.813700
batch 7230 finished, second per batch: 10.812848
batch 7240 finished, second per batch: 10.812271
batch 7250 finished, second per batch: 10.811510
batch 7260 finished, second per batch: 10.810596
41 pass end, cost time: 1813.094267, avg_cost: 0.024221
batch 7270 finished, second per batch: 10.809855
batch 7280 finished, second per batch: 10.809184
batch 7290 finished, second per batch: 10.809700
batch 7300 finished, second per batch: 10.808906
batch 7310 finished, second per batch: 10.807887
batch 7320 finished, second per batch: 10.806826
batch 7330 finished, second per batch: 10.806081
batch 7340 finished, second per batch: 10.805723
batch 7350 finished, second per batch: 10.804932
batch 7360 finished, second per batch: 10.804082
batch 7370 finished, second per batch: 10.803228
batch 7380 finished, second per batch: 10.802620
batch 7390 finished, second per batch: 10.801889
batch 7400 finished, second per batch: 10.800999
batch 7410 finished, second per batch: 10.800292
batch 7420 finished, second per batch: 10.799505
batch 7430 finished, second per batch: 10.799180
42 pass end, cost time: 1791.967932, avg_cost: 0.024198
batch 7440 finished, second per batch: 10.799818
batch 7450 finished, second per batch: 10.800240
batch 7460 finished, second per batch: 10.800203
batch 7470 finished, second per batch: 10.799514
batch 7480 finished, second per batch: 10.798903
batch 7490 finished, second per batch: 10.798042
batch 7500 finished, second per batch: 10.797249
batch 7510 finished, second per batch: 10.796446
batch 7520 finished, second per batch: 10.796130
batch 7530 finished, second per batch: 10.795903
batch 7540 finished, second per batch: 10.795431
batch 7550 finished, second per batch: 10.794492
batch 7560 finished, second per batch: 10.793945
batch 7570 finished, second per batch: 10.793467
batch 7580 finished, second per batch: 10.792570
batch 7590 finished, second per batch: 10.791737
batch 7600 finished, second per batch: 10.791018
batch 7610 finished, second per batch: 10.790228
43 pass end, cost time: 1797.656465, avg_cost: 0.023988
batch 7620 finished, second per batch: 10.790113
batch 7630 finished, second per batch: 10.789356
batch 7640 finished, second per batch: 10.788588
batch 7650 finished, second per batch: 10.787686
batch 7660 finished, second per batch: 10.786702
batch 7670 finished, second per batch: 10.786239
batch 7680 finished, second per batch: 10.785446
batch 7690 finished, second per batch: 10.784790
batch 7700 finished, second per batch: 10.784338
batch 7710 finished, second per batch: 10.784234
batch 7720 finished, second per batch: 10.783367
batch 7730 finished, second per batch: 10.782637
batch 7740 finished, second per batch: 10.782098
batch 7750 finished, second per batch: 10.781185
batch 7760 finished, second per batch: 10.781069
batch 7770 finished, second per batch: 10.781931
batch 7780 finished, second per batch: 10.782225
44 pass end, cost time: 1801.777227, avg_cost: 0.023862
batch 7790 finished, second per batch: 10.781650
batch 7800 finished, second per batch: 10.780890
batch 7810 finished, second per batch: 10.781342
batch 7820 finished, second per batch: 10.780952
batch 7830 finished, second per batch: 10.782452
batch 7840 finished, second per batch: 10.782294
batch 7850 finished, second per batch: 10.782006
batch 7860 finished, second per batch: 10.782708
batch 7870 finished, second per batch: 10.784031
batch 7880 finished, second per batch: 10.783689
batch 7890 finished, second per batch: 10.782864
batch 7900 finished, second per batch: 10.782356
batch 7910 finished, second per batch: 10.782000
batch 7920 finished, second per batch: 10.781237
batch 7930 finished, second per batch: 10.780344
batch 7940 finished, second per batch: 10.780063
batch 7950 finished, second per batch: 10.779348
45 pass end, cost time: 1838.815514, avg_cost: 0.023664
batch 7960 finished, second per batch: 10.779022
batch 7970 finished, second per batch: 10.781319
batch 7980 finished, second per batch: 10.783212
batch 7990 finished, second per batch: 10.785549
batch 8000 finished, second per batch: 10.785022
batch 8010 finished, second per batch: 10.784138
batch 8020 finished, second per batch: 10.783428
batch 8030 finished, second per batch: 10.782842
batch 8040 finished, second per batch: 10.782534
batch 8050 finished, second per batch: 10.781776
batch 8060 finished, second per batch: 10.781001
batch 8070 finished, second per batch: 10.780419
batch 8080 finished, second per batch: 10.780994
batch 8090 finished, second per batch: 10.780308
batch 8100 finished, second per batch: 10.779603
batch 8110 finished, second per batch: 10.778787
batch 8120 finished, second per batch: 10.778022
batch 8130 finished, second per batch: 10.777277
46 pass end, cost time: 1854.727459, avg_cost: 0.023606
batch 8140 finished, second per batch: 10.777927
batch 8150 finished, second per batch: 10.777279
batch 8160 finished, second per batch: 10.776529
batch 8170 finished, second per batch: 10.775836
batch 8180 finished, second per batch: 10.775308
batch 8190 finished, second per batch: 10.774648
batch 8200 finished, second per batch: 10.774281
batch 8210 finished, second per batch: 10.774756
batch 8220 finished, second per batch: 10.774107
batch 8230 finished, second per batch: 10.773814
batch 8240 finished, second per batch: 10.772932
batch 8250 finished, second per batch: 10.772274
batch 8260 finished, second per batch: 10.771454
batch 8270 finished, second per batch: 10.771152
batch 8280 finished, second per batch: 10.770463
batch 8290 finished, second per batch: 10.769765
batch 8300 finished, second per batch: 10.769117
47 pass end, cost time: 1794.361679, avg_cost: 0.023577
batch 8310 finished, second per batch: 10.768735
batch 8320 finished, second per batch: 10.768440
batch 8330 finished, second per batch: 10.767821
batch 8340 finished, second per batch: 10.767174
batch 8350 finished, second per batch: 10.766331
batch 8360 finished, second per batch: 10.765499
batch 8370 finished, second per batch: 10.765270
batch 8380 finished, second per batch: 10.764756
batch 8390 finished, second per batch: 10.763983
batch 8400 finished, second per batch: 10.763422
batch 8410 finished, second per batch: 10.763045
batch 8420 finished, second per batch: 10.762348
batch 8430 finished, second per batch: 10.761725
batch 8440 finished, second per batch: 10.761076
batch 8450 finished, second per batch: 10.760462
batch 8460 finished, second per batch: 10.760236
batch 8470 finished, second per batch: 10.759553
48 pass end, cost time: 1778.603269, avg_cost: 0.023410
batch 8480 finished, second per batch: 10.758886
batch 8490 finished, second per batch: 10.758259
batch 8500 finished, second per batch: 10.757435
batch 8510 finished, second per batch: 10.756875
batch 8520 finished, second per batch: 10.755923
batch 8530 finished, second per batch: 10.754973
batch 8540 finished, second per batch: 10.754162
batch 8550 finished, second per batch: 10.753614
batch 8560 finished, second per batch: 10.752786
batch 8570 finished, second per batch: 10.751981
batch 8580 finished, second per batch: 10.754050
batch 8590 finished, second per batch: 10.756629
batch 8600 finished, second per batch: 10.758101
batch 8610 finished, second per batch: 10.759858
batch 8620 finished, second per batch: 10.762089
batch 8630 finished, second per batch: 10.762139
batch 8640 finished, second per batch: 10.762515
49 pass end, cost time: 1891.321086, avg_cost: 0.023276
batch 8650 finished, second per batch: 10.762650
batch 8660 finished, second per batch: 10.763002
batch 8670 finished, second per batch: 10.762574
batch 8680 finished, second per batch: 10.761937
batch 8690 finished, second per batch: 10.761542
batch 8700 finished, second per batch: 10.761669
batch 8710 finished, second per batch: 10.761156
batch 8720 finished, second per batch: 10.760585
batch 8730 finished, second per batch: 10.760866
batch 8740 finished, second per batch: 10.760499
batch 8750 finished, second per batch: 10.759894
batch 8760 finished, second per batch: 10.759159
batch 8770 finished, second per batch: 10.761193
batch 8780 finished, second per batch: 10.761640
batch 8790 finished, second per batch: 10.762982
batch 8800 finished, second per batch: 10.763493
batch 8810 finished, second per batch: 10.762960
batch 8820 finished, second per batch: 10.762316
50 pass end, cost time: 1859.346354, avg_cost: 0.023196
batch 8830 finished, second per batch: 10.761859
batch 8840 finished, second per batch: 10.761571
batch 8850 finished, second per batch: 10.761664
batch 8860 finished, second per batch: 10.761194
batch 8870 finished, second per batch: 10.760396
batch 8880 finished, second per batch: 10.760193
batch 8890 finished, second per batch: 10.759719
batch 8900 finished, second per batch: 10.759159
batch 8910 finished, second per batch: 10.758457
batch 8920 finished, second per batch: 10.757934
batch 8930 finished, second per batch: 10.757594
batch 8940 finished, second per batch: 10.756935
batch 8950 finished, second per batch: 10.756497
batch 8960 finished, second per batch: 10.755974
batch 8970 finished, second per batch: 10.755581
batch 8980 finished, second per batch: 10.755057
batch 8990 finished, second per batch: 10.754321
51 pass end, cost time: 1788.414841, avg_cost: 0.023151
batch 9000 finished, second per batch: 10.753962
batch 9010 finished, second per batch: 10.755338
batch 9020 finished, second per batch: 10.756145
batch 9030 finished, second per batch: 10.756317
batch 9040 finished, second per batch: 10.756661
batch 9050 finished, second per batch: 10.756388
batch 9060 finished, second per batch: 10.756571
batch 9070 finished, second per batch: 10.756560
batch 9080 finished, second per batch: 10.756754
batch 9090 finished, second per batch: 10.759205
batch 9100 finished, second per batch: 10.760213
batch 9110 finished, second per batch: 10.761868
batch 9120 finished, second per batch: 10.761738
batch 9130 finished, second per batch: 10.761078
batch 9140 finished, second per batch: 10.760417
batch 9150 finished, second per batch: 10.760118
batch 9160 finished, second per batch: 10.759862
52 pass end, cost time: 1908.260164, avg_cost: 0.023060
batch 9170 finished, second per batch: 10.759308
batch 9180 finished, second per batch: 10.758772
batch 9190 finished, second per batch: 10.758210
batch 9200 finished, second per batch: 10.757649
batch 9210 finished, second per batch: 10.757257
batch 9220 finished, second per batch: 10.756666
batch 9230 finished, second per batch: 10.756069
batch 9240 finished, second per batch: 10.755596
batch 9250 finished, second per batch: 10.756020
batch 9260 finished, second per batch: 10.756416
batch 9270 finished, second per batch: 10.755981
batch 9280 finished, second per batch: 10.755341
batch 9290 finished, second per batch: 10.754801
batch 9300 finished, second per batch: 10.754511
batch 9310 finished, second per batch: 10.754442
batch 9320 finished, second per batch: 10.754272
batch 9330 finished, second per batch: 10.753724
batch 9340 finished, second per batch: 10.753188
53 pass end, cost time: 1804.812198, avg_cost: 0.023015
batch 9350 finished, second per batch: 10.753173
batch 9360 finished, second per batch: 10.752604
batch 9370 finished, second per batch: 10.752074
batch 9380 finished, second per batch: 10.751415
batch 9390 finished, second per batch: 10.750807
batch 9400 finished, second per batch: 10.750409
batch 9410 finished, second per batch: 10.749928
batch 9420 finished, second per batch: 10.749457
batch 9430 finished, second per batch: 10.748865
batch 9440 finished, second per batch: 10.748773
batch 9450 finished, second per batch: 10.748128
batch 9460 finished, second per batch: 10.747677
batch 9470 finished, second per batch: 10.747143
batch 9480 finished, second per batch: 10.746763
batch 9490 finished, second per batch: 10.747211
batch 9500 finished, second per batch: 10.746782
batch 9510 finished, second per batch: 10.746406
54 pass end, cost time: 1792.807878, avg_cost: 0.022879
batch 9520 finished, second per batch: 10.745984
batch 9530 finished, second per batch: 10.746115
batch 9540 finished, second per batch: 10.746590
batch 9550 finished, second per batch: 10.746118
batch 9560 finished, second per batch: 10.745628
batch 9570 finished, second per batch: 10.747739
batch 9580 finished, second per batch: 10.748854
batch 9590 finished, second per batch: 10.749448
batch 9600 finished, second per batch: 10.751156
batch 9610 finished, second per batch: 10.752278
batch 9620 finished, second per batch: 10.753240
batch 9630 finished, second per batch: 10.753230
batch 9640 finished, second per batch: 10.752749
batch 9650 finished, second per batch: 10.752140
batch 9660 finished, second per batch: 10.751507
batch 9670 finished, second per batch: 10.751288
batch 9680 finished, second per batch: 10.750707
55 pass end, cost time: 1898.401609, avg_cost: 0.022814
batch 9690 finished, second per batch: 10.750138
batch 9700 finished, second per batch: 10.749697
batch 9710 finished, second per batch: 10.749554
batch 9720 finished, second per batch: 10.749661
batch 9730 finished, second per batch: 10.749006
batch 9740 finished, second per batch: 10.748389
batch 9750 finished, second per batch: 10.747837
batch 9760 finished, second per batch: 10.747247
batch 9770 finished, second per batch: 10.747017
batch 9780 finished, second per batch: 10.746316
batch 9790 finished, second per batch: 10.745711
batch 9800 finished, second per batch: 10.744950
batch 9810 finished, second per batch: 10.744757
batch 9820 finished, second per batch: 10.744127
batch 9830 finished, second per batch: 10.743557
batch 9840 finished, second per batch: 10.743875
batch 9850 finished, second per batch: 10.743315
batch 9860 finished, second per batch: 10.742648
56 pass end, cost time: 1786.160427, avg_cost: 0.022665
batch 9870 finished, second per batch: 10.742489
batch 9880 finished, second per batch: 10.741786
batch 9890 finished, second per batch: 10.741300
batch 9900 finished, second per batch: 10.740765
batch 9910 finished, second per batch: 10.740423
batch 9920 finished, second per batch: 10.739881
batch 9930 finished, second per batch: 10.739373
batch 9940 finished, second per batch: 10.738856
batch 9950 finished, second per batch: 10.738319
batch 9960 finished, second per batch: 10.739451
batch 9970 finished, second per batch: 10.739636
batch 9980 finished, second per batch: 10.740440
batch 9990 finished, second per batch: 10.740236
batch 10000 finished, second per batch: 10.739977
batch 10010 finished, second per batch: 10.739433
batch 10020 finished, second per batch: 10.738923
batch 10030 finished, second per batch: 10.738295
57 pass end, cost time: 1812.717691, avg_cost: 0.022582
batch 10040 finished, second per batch: 10.737940
batch 10050 finished, second per batch: 10.738406
batch 10060 finished, second per batch: 10.738018
batch 10070 finished, second per batch: 10.738015
batch 10080 finished, second per batch: 10.737824
batch 10090 finished, second per batch: 10.737311
batch 10100 finished, second per batch: 10.737049
batch 10110 finished, second per batch: 10.737140
batch 10120 finished, second per batch: 10.736661
batch 10130 finished, second per batch: 10.736123
batch 10140 finished, second per batch: 10.735830
batch 10150 finished, second per batch: 10.735245
batch 10160 finished, second per batch: 10.734742
batch 10170 finished, second per batch: 10.734181
batch 10180 finished, second per batch: 10.733610
batch 10190 finished, second per batch: 10.733558
batch 10200 finished, second per batch: 10.732961
58 pass end, cost time: 1800.119759, avg_cost: 0.022521
batch 10210 finished, second per batch: 10.732525
batch 10220 finished, second per batch: 10.732208
batch 10230 finished, second per batch: 10.732207
batch 10240 finished, second per batch: 10.732172
batch 10250 finished, second per batch: 10.731673
batch 10260 finished, second per batch: 10.731071
batch 10270 finished, second per batch: 10.730556
batch 10280 finished, second per batch: 10.730522
batch 10290 finished, second per batch: 10.730155
batch 10300 finished, second per batch: 10.729647
batch 10310 finished, second per batch: 10.729185
batch 10320 finished, second per batch: 10.728542
batch 10330 finished, second per batch: 10.728381
batch 10340 finished, second per batch: 10.728135
batch 10350 finished, second per batch: 10.728167
batch 10360 finished, second per batch: 10.727776
batch 10370 finished, second per batch: 10.727484
59 pass end, cost time: 1796.867539, avg_cost: 0.022439
batch 10380 finished, second per batch: 10.726915
batch 10390 finished, second per batch: 10.726453
batch 10400 finished, second per batch: 10.725944
batch 10410 finished, second per batch: 10.725510
batch 10420 finished, second per batch: 10.725297
batch 10430 finished, second per batch: 10.724720
batch 10440 finished, second per batch: 10.724192
batch 10450 finished, second per batch: 10.723567
batch 10460 finished, second per batch: 10.723363
batch 10470 finished, second per batch: 10.723023
batch 10480 finished, second per batch: 10.723082
batch 10490 finished, second per batch: 10.722668
batch 10500 finished, second per batch: 10.722199
batch 10510 finished, second per batch: 10.722652
batch 10520 finished, second per batch: 10.722697
batch 10530 finished, second per batch: 10.722235
batch 10540 finished, second per batch: 10.721746
batch 10550 finished, second per batch: 10.721289
60 pass end, cost time: 1798.853079, avg_cost: 0.022352
batch 10560 finished, second per batch: 10.721392
batch 10570 finished, second per batch: 10.721163
batch 10580 finished, second per batch: 10.720538
batch 10590 finished, second per batch: 10.720097
batch 10600 finished, second per batch: 10.719959
batch 10610 finished, second per batch: 10.720323
batch 10620 finished, second per batch: 10.719926
batch 10630 finished, second per batch: 10.719517
batch 10640 finished, second per batch: 10.718873
batch 10650 finished, second per batch: 10.718452
batch 10660 finished, second per batch: 10.718209
batch 10670 finished, second per batch: 10.717704
batch 10680 finished, second per batch: 10.717341
batch 10690 finished, second per batch: 10.716958
batch 10700 finished, second per batch: 10.717724
batch 10710 finished, second per batch: 10.717471
batch 10720 finished, second per batch: 10.717062
61 pass end, cost time: 1807.549740, avg_cost: 0.022278
batch 10730 finished, second per batch: 10.717192
batch 10740 finished, second per batch: 10.717498
batch 10750 finished, second per batch: 10.717280
batch 10760 finished, second per batch: 10.717421
batch 10770 finished, second per batch: 10.717086
batch 10780 finished, second per batch: 10.716497
batch 10790 finished, second per batch: 10.716190
batch 10800 finished, second per batch: 10.716118
batch 10810 finished, second per batch: 10.717334
batch 10820 finished, second per batch: 10.717245
batch 10830 finished, second per batch: 10.718166
batch 10840 finished, second per batch: 10.718681
batch 10850 finished, second per batch: 10.718684
batch 10860 finished, second per batch: 10.718117
batch 10870 finished, second per batch: 10.717593
batch 10880 finished, second per batch: 10.717105
batch 10890 finished, second per batch: 10.716830
62 pass end, cost time: 1845.698532, avg_cost: 0.022247
batch 10900 finished, second per batch: 10.716280
batch 10910 finished, second per batch: 10.715809
batch 10920 finished, second per batch: 10.715239
batch 10930 finished, second per batch: 10.714759
batch 10940 finished, second per batch: 10.714373
batch 10950 finished, second per batch: 10.713789
batch 10960 finished, second per batch: 10.713281
batch 10970 finished, second per batch: 10.712869
batch 10980 finished, second per batch: 10.712694
batch 10990 finished, second per batch: 10.712328
batch 11000 finished, second per batch: 10.712257
batch 11010 finished, second per batch: 10.712503
batch 11020 finished, second per batch: 10.712154
batch 11030 finished, second per batch: 10.711847
batch 11040 finished, second per batch: 10.711246
batch 11050 finished, second per batch: 10.710755
batch 11060 finished, second per batch: 10.710546
batch 11070 finished, second per batch: 10.711262
63 pass end, cost time: 1798.866503, avg_cost: 0.022245
batch 11080 finished, second per batch: 10.711268
batch 11090 finished, second per batch: 10.710712
batch 11100 finished, second per batch: 10.710114
batch 11110 finished, second per batch: 10.709584
batch 11120 finished, second per batch: 10.709004
batch 11130 finished, second per batch: 10.708763
batch 11140 finished, second per batch: 10.708342
batch 11150 finished, second per batch: 10.708686
batch 11160 finished, second per batch: 10.708245
batch 11170 finished, second per batch: 10.708070
batch 11180 finished, second per batch: 10.707541
batch 11190 finished, second per batch: 10.707134
batch 11200 finished, second per batch: 10.706743
batch 11210 finished, second per batch: 10.706869
batch 11220 finished, second per batch: 10.706672
batch 11230 finished, second per batch: 10.706136
batch 11240 finished, second per batch: 10.705520
64 pass end, cost time: 1786.174267, avg_cost: 0.022028
batch 11250 finished, second per batch: 10.705134
batch 11260 finished, second per batch: 10.704707
batch 11270 finished, second per batch: 10.704347
batch 11280 finished, second per batch: 10.703848
batch 11290 finished, second per batch: 10.703476
batch 11300 finished, second per batch: 10.702979
batch 11310 finished, second per batch: 10.702800
batch 11320 finished, second per batch: 10.702353
batch 11330 finished, second per batch: 10.701950
batch 11340 finished, second per batch: 10.701666
batch 11350 finished, second per batch: 10.702029
batch 11360 finished, second per batch: 10.702263
batch 11370 finished, second per batch: 10.702675
batch 11380 finished, second per batch: 10.702304
batch 11390 finished, second per batch: 10.701879
batch 11400 finished, second per batch: 10.701751
batch 11410 finished, second per batch: 10.701138
65 pass end, cost time: 1799.212309, avg_cost: 0.021992
batch 11420 finished, second per batch: 10.700778
batch 11430 finished, second per batch: 10.700953
batch 11440 finished, second per batch: 10.700580
batch 11450 finished, second per batch: 10.700336
batch 11460 finished, second per batch: 10.699743
batch 11470 finished, second per batch: 10.699776
batch 11480 finished, second per batch: 10.699326
batch 11490 finished, second per batch: 10.698951
batch 11500 finished, second per batch: 10.698910
batch 11510 finished, second per batch: 10.699037
batch 11520 finished, second per batch: 10.699637
batch 11530 finished, second per batch: 10.699282
batch 11540 finished, second per batch: 10.699245
batch 11550 finished, second per batch: 10.698767
batch 11560 finished, second per batch: 10.698331
batch 11570 finished, second per batch: 10.697909
batch 11580 finished, second per batch: 10.697452
batch 11590 finished, second per batch: 10.696971
66 pass end, cost time: 1808.454711, avg_cost: 0.021883
batch 11600 finished, second per batch: 10.696879
batch 11610 finished, second per batch: 10.696411
batch 11620 finished, second per batch: 10.696030
batch 11630 finished, second per batch: 10.695517
batch 11640 finished, second per batch: 10.695272
batch 11650 finished, second per batch: 10.694812
batch 11660 finished, second per batch: 10.694301
batch 11670 finished, second per batch: 10.693978
batch 11680 finished, second per batch: 10.693554
batch 11690 finished, second per batch: 10.693377
batch 11700 finished, second per batch: 10.692913
batch 11710 finished, second per batch: 10.692658
batch 11720 finished, second per batch: 10.692150
batch 11730 finished, second per batch: 10.691918
batch 11740 finished, second per batch: 10.691385
batch 11750 finished, second per batch: 10.691047
batch 11760 finished, second per batch: 10.690505
67 pass end, cost time: 1775.959472, avg_cost: 0.021866
batch 11770 finished, second per batch: 10.690737
batch 11780 finished, second per batch: 10.690588
batch 11790 finished, second per batch: 10.690132
batch 11800 finished, second per batch: 10.689647
batch 11810 finished, second per batch: 10.689126
batch 11820 finished, second per batch: 10.688655
batch 11830 finished, second per batch: 10.688476
batch 11840 finished, second per batch: 10.688157
batch 11850 finished, second per batch: 10.687945
batch 11860 finished, second per batch: 10.688219
batch 11870 finished, second per batch: 10.688241
batch 11880 finished, second per batch: 10.687783
batch 11890 finished, second per batch: 10.687332
batch 11900 finished, second per batch: 10.688061
batch 11910 finished, second per batch: 10.688722
batch 11920 finished, second per batch: 10.688662
batch 11930 finished, second per batch: 10.688800
68 pass end, cost time: 1823.750931, avg_cost: 0.021824
batch 11940 finished, second per batch: 10.688619
batch 11950 finished, second per batch: 10.688229
batch 11960 finished, second per batch: 10.688283
batch 11970 finished, second per batch: 10.688366
batch 11980 finished, second per batch: 10.687916
batch 11990 finished, second per batch: 10.687347
batch 12000 finished, second per batch: 10.687112
batch 12010 finished, second per batch: 10.687031
batch 12020 finished, second per batch: 10.686590
batch 12030 finished, second per batch: 10.687324
batch 12040 finished, second per batch: 10.688725
batch 12050 finished, second per batch: 10.689034
batch 12060 finished, second per batch: 10.688927
batch 12070 finished, second per batch: 10.688377
batch 12080 finished, second per batch: 10.688825
batch 12090 finished, second per batch: 10.689104
batch 12100 finished, second per batch: 10.689162
69 pass end, cost time: 1850.225227, avg_cost: 0.021806
batch 12110 finished, second per batch: 10.688788
batch 12120 finished, second per batch: 10.688394
batch 12130 finished, second per batch: 10.687970
batch 12140 finished, second per batch: 10.687565
batch 12150 finished, second per batch: 10.687454
batch 12160 finished, second per batch: 10.686940
batch 12170 finished, second per batch: 10.686963
batch 12180 finished, second per batch: 10.686745
batch 12190 finished, second per batch: 10.686391
batch 12200 finished, second per batch: 10.686019
batch 12210 finished, second per batch: 10.685606
batch 12220 finished, second per batch: 10.685141
batch 12230 finished, second per batch: 10.684704
batch 12240 finished, second per batch: 10.684639
batch 12250 finished, second per batch: 10.684605
batch 12260 finished, second per batch: 10.684310
batch 12270 finished, second per batch: 10.683951
batch 12280 finished, second per batch: 10.683462
70 pass end, cost time: 1784.775148, avg_cost: 0.021593
batch 12290 finished, second per batch: 10.683147
batch 12300 finished, second per batch: 10.682890
batch 12310 finished, second per batch: 10.683146
batch 12320 finished, second per batch: 10.682837
batch 12330 finished, second per batch: 10.682376
batch 12340 finished, second per batch: 10.682161
batch 12350 finished, second per batch: 10.681819
batch 12360 finished, second per batch: 10.681469
batch 12370 finished, second per batch: 10.681020
batch 12380 finished, second per batch: 10.680651
batch 12390 finished, second per batch: 10.680668
batch 12400 finished, second per batch: 10.680571
batch 12410 finished, second per batch: 10.680824
batch 12420 finished, second per batch: 10.680865
batch 12430 finished, second per batch: 10.680627
batch 12440 finished, second per batch: 10.680128
batch 12450 finished, second per batch: 10.679539
71 pass end, cost time: 1796.361645, avg_cost: 0.021656
batch 12460 finished, second per batch: 10.679148
batch 12470 finished, second per batch: 10.678715
batch 12480 finished, second per batch: 10.678397
batch 12490 finished, second per batch: 10.677884
batch 12500 finished, second per batch: 10.677257
batch 12510 finished, second per batch: 10.676724
batch 12520 finished, second per batch: 10.676291
batch 12530 finished, second per batch: 10.676098
batch 12540 finished, second per batch: 10.675595
batch 12550 finished, second per batch: 10.675064
batch 12560 finished, second per batch: 10.674669
batch 12570 finished, second per batch: 10.674241
batch 12580 finished, second per batch: 10.673707
batch 12590 finished, second per batch: 10.673121
batch 12600 finished, second per batch: 10.672481
batch 12610 finished, second per batch: 10.672096
batch 12620 finished, second per batch: 10.671796
72 pass end, cost time: 1746.116812, avg_cost: 0.021543
batch 12630 finished, second per batch: 10.671288
batch 12640 finished, second per batch: 10.670846
batch 12650 finished, second per batch: 10.670475
batch 12660 finished, second per batch: 10.670880
batch 12670 finished, second per batch: 10.671193
batch 12680 finished, second per batch: 10.670588
batch 12690 finished, second per batch: 10.669983
batch 12700 finished, second per batch: 10.669533
batch 12710 finished, second per batch: 10.669252
batch 12720 finished, second per batch: 10.668648
batch 12730 finished, second per batch: 10.668263
batch 12740 finished, second per batch: 10.667732
batch 12750 finished, second per batch: 10.667352
batch 12760 finished, second per batch: 10.667100
batch 12770 finished, second per batch: 10.666575
batch 12780 finished, second per batch: 10.666070
batch 12790 finished, second per batch: 10.665629
batch 12800 finished, second per batch: 10.665110
73 pass end, cost time: 1768.048417, avg_cost: 0.021414
batch 12810 finished, second per batch: 10.665036
batch 12820 finished, second per batch: 10.664527
batch 12830 finished, second per batch: 10.664091
batch 12840 finished, second per batch: 10.663525
batch 12850 finished, second per batch: 10.662893
batch 12860 finished, second per batch: 10.662589
batch 12870 finished, second per batch: 10.662134
batch 12880 finished, second per batch: 10.661672
batch 12890 finished, second per batch: 10.661069
batch 12900 finished, second per batch: 10.660815
batch 12910 finished, second per batch: 10.660245
batch 12920 finished, second per batch: 10.659753
batch 12930 finished, second per batch: 10.659289
batch 12940 finished, second per batch: 10.658810
batch 12950 finished, second per batch: 10.658425
batch 12960 finished, second per batch: 10.657883
batch 12970 finished, second per batch: 10.657446
